"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2025 ORDINANCE (AMOUNT $)"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0931","For the Payment of Tort and Non-Tort Judgments, Outside Counsel Expenses and Expert Costs, as Approved by the Corporation Counsel","$44,358,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0934","Claims for Damages and Liabilities Against the City When Ordered Paid by the City Council","$200,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","0991","To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants","$16,894,146.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9027","For the City Contribution to Social Security Tax","$1,189,189.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9067","For Physical Exams","$450,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9076","City's Contribution to Medicare Tax","$38,193,322.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9180","For World Business Chicago Program","$1,600,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9208","Domestic Violence Working Group","$100,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9222","Emergency Medical Transportation","$127,642,689.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9295","Consent Decree","$5,520,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","929A","Casino Community Impact","$2,000,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","929C","For Accessibility Programming","$500,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9333","Less Corporate Fund Savings","$-18,521,799.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9635","To Reimburse Midway Fund for Fire Department Salaries","$2,923,412.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9636","To Reimburse Midway Fund for Fire Department Benefits","$1,504,095.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9647","Transfers Out","$350,000.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9980","Municipal Fund Pension Allocation","$396,601,438.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9981","Laborers' Fund Pension Allocation","$32,467,340.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9982","Policemen's Fund Pension Allocation","$227,650,852.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9983","Firemen's Fund Pension Allocation","$58,785,639.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9984","Municipal Fund Advance Pension Payment","$134,830,705.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9985","Laborers' Fund Advance Pension Payment","$12,500,472.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9986","Policemen's Fund Advance Pension Payment","$65,928,735.00"
"LOCAL","0100","Corporate Fund","99","Finance General","2005","Finance General","9987","Firemen's Fund Advance Pension Payment","$14,639,670.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0003","Scheduled Wage Adjustments","$1,311,090.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0029","For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families","$5,592,756.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0042","For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...","$21,188,477.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0045","For the Cost of Claims and Administration or Premiums for Term Life Insurance","$200,476.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0049","Claims and Costs of Administration Pursuant to the Workers' Compensation Act","$13,344,660.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0051","Claims Under Unemployment Insurance Act","$507,896.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0052","Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents","$260,618.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0056","For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees","$957,698.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0070","Tuition Reimbursement and Educational Programs","$150,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0085","City Deferred Compensation Contributions for Union Members","$662,781.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0128","Investigation Costs.  To Be Expended at the Direction of the Comptroller","$300,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0130","Postage","$288,020.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0138","For Professional Services for Information Technology Maintenance","$4,956,764.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0139","For Professional Services for Information Technology Development","$2,049,600.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$7,440,628.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0142","Accounting and Auditing","$442,500.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0149","For Software Maintenance and Licensing","$425,025.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0172","For the Cost of Insurance Premiums and Expenses","$2,727,695.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0902","For Interest on Bonds","$96,396,774.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0905","For Payment to Metropolitan Sanitary District for Wastewater Services","$6,800,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0912","For Payment of Bonds","$90,520,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0931","For the Payment of Tort and Non-Tort Judgments, Outside Counsel Expenses and Expert Costs, as Approved by the Corporation Counsel","$6,800,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0934","Claims for Damages and Liabilities Against the City When Ordered Paid by the City Council","$15,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0943","For Interest on Loans","$13,857,891.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0944","For Payment on Loans","$39,043,912.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0958","For Payment of Water Pipe Extension Certificates","$100,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","0959","For Bond Fees and Costs","$47,100.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9027","For the City Contribution to Social Security Tax","$40,166.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9067","For Physical Exams","$30,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9076","City's Contribution to Medicare Tax","$1,700,162.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9097","For Capital Construction","$25,351,591.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9611","To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund","$73,234,971.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9645","To Reimburse the Corporate Fund for Indirect Pension Costs Chargeable to Fund","$25,872,066.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9765","Transfer for Contractual Services","$625,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9773","Transfer for Services Provided by the Department of Police","$1,470,301.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9774","Transfer for Services Provided by the Office of Emergency Management and Communication","$325,000.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9980","Municipal Fund Pension Allocation","$55,609,008.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9981","Laborers' Fund Pension Allocation","$21,871,119.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9984","Municipal Fund Advance Pension Payment","$11,794,524.00"
"LOCAL","0200","Water Fund","99","Finance General","2005","Finance General","9985","Laborers' Fund Advance Pension Payment","$3,589,746.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0003","Scheduled Wage Adjustments","$797,882.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0029","For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families","$2,987,357.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0042","For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...","$11,317,773.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0045","For the Cost of Claims and Administration or Premiums for Term Life Insurance","$107,084.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0049","Claims and Costs of Administration Pursuant to the Workers' Compensation Act","$12,240,000.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0051","Claims Under Unemployment Insurance Act","$306,231.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0052","Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents","$139,209.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0056","For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees","$511,552.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0070","Tuition Reimbursement and Educational Programs","$25,000.00"
"LOCAL","0300","Vehicle Tax Fund","99","Finance General","2005","Finance General","0085","City Deferred Compensation Contributions for Union Members","$314,545.00"
