"FUND TYPE","FUND CODE","FUND DESCRIPTION","DEPARTMENT NUMBER","DEPARTMENT DESCRIPTION","APPROPRIATION AUTHORITY","APPROPRIATION AUTHORITY DESCRIPTION","APPROPRIATION ACCOUNT","APPROPRIATION ACCOUNT DESCRIPTION","2024 ORDINANCE (AMOUNT $)"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9027","For the City Contribution to Social Security Tax","$7,587.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9046","For Operations and Maintenance Reserve","$1,200,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9076","City's Contribution to Medicare Tax","$301,180.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9611","To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund","$7,348,163.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9711","Transfer to O'Hare Fund for Administrative Salaries","$3,000,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9980","Municipal Fund Pension Allocation","$9,415,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9981","Laborers' Fund Pension Allocation","$2,320,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9982","Policemen's Fund Pension Allocation","$4,476,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9983","Firemen's Fund Pension Allocation","$5,854,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9984","Municipal Fund Advance Pension Payment","$2,159,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9985","Laborers' Fund Advance Pension Payment","$370,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9986","Policemen's Fund Advance Pension Payment","$411,000.00"
"LOCAL","0610","Chicago Midway Airport Fund","99","Finance General","2005","Finance General","9987","Firemen's Fund Advance Pension Payment","$389,000.00"
"LOCAL","0681","Municipal Employees' Annuity and Benefit Fund","99","Finance General","2005","Finance General","0960","For Loss in Collection of Taxes","$7,017,000.00"
"LOCAL","0681","Municipal Employees' Annuity and Benefit Fund","99","Finance General","2005","Finance General","0976","For the City's Contribution to Employees' Annuity and Benefit Fund","$942,717,000.00"
"LOCAL","0681","Municipal Employees' Annuity and Benefit Fund","99","Finance General","2005","Finance General","097A","For the City's Advance Contribution to Employees' Annuity and Benefit Fund","$178,085,000.00"
"LOCAL","0682","Laborers' and Retirement Board Annuity and Benefit Fund","99","Finance General","2005","Finance General","0960","For Loss in Collection of Taxes","$2,238,000.00"
"LOCAL","0682","Laborers' and Retirement Board Annuity and Benefit Fund","99","Finance General","2005","Finance General","0976","For the City's Contribution to Employees' Annuity and Benefit Fund","$127,350,000.00"
"LOCAL","0682","Laborers' and Retirement Board Annuity and Benefit Fund","99","Finance General","2005","Finance General","097A","For the City's Advance Contribution to Employees' Annuity and Benefit Fund","$20,343,000.00"
"LOCAL","0683","Policemen's Annuity and Benefit Fund","99","Finance General","2005","Finance General","0960","For Loss in Collection of Taxes","$32,541,000.00"
"LOCAL","0683","Policemen's Annuity and Benefit Fund","99","Finance General","2005","Finance General","0976","For the City's Contribution to Employees' Annuity and Benefit Fund","$929,066,000.00"
"LOCAL","0683","Policemen's Annuity and Benefit Fund","99","Finance General","2005","Finance General","097A","For the City's Advance Contribution to Employees' Annuity and Benefit Fund","$79,864,000.00"
"LOCAL","0684","Firemen's Annuity and Benefit Fund","99","Finance General","2005","Finance General","0960","For Loss in Collection of Taxes","$14,679,000.00"
"LOCAL","0684","Firemen's Annuity and Benefit Fund","99","Finance General","2005","Finance General","0976","For the City's Contribution to Employees' Annuity and Benefit Fund","$444,881,000.00"
"LOCAL","0684","Firemen's Annuity and Benefit Fund","99","Finance General","2005","Finance General","097A","For the City's Advance Contribution to Employees' Annuity and Benefit Fund","$28,274,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0003","Scheduled Wage Adjustments","$7,212,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0029","For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families","$6,679,328.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0042","For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...","$24,161,955.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0043","For the Health Maintenance Organization Premiums or Cost of Claims and Administration for Hospital and Medical Care Provided to Police and Fire Depart...","$115,055.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0045","For the Cost of Claims and Administration or Premiums for Term Life Insurance","$236,639.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0049","Claims and Costs of Administration Pursuant to the Workers' Compensation Act","$370,799.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0051","Claims Under Unemployment Insurance Act","$502,668.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0052","Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents","$448,621.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0056","For the Cost of Claims and Administration or Premiums for a Co-Insured Dental Plan for Employees","$1,023,148.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0070","Tuition Reimbursement and Educational Programs","$50,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0085","City Deferred Compensation Contributions for Union Members","$92,264.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0135","For Delegate Agencies","$1,255,902.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0138","For Professional Services for Information Technology Maintenance","$7,210,338.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0140","For Professional and Technical Services and Other Third Party Benefit Agreements","$93,146,509.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0142","Accounting and Auditing","$1,077,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0145","Legal Expenses","$3,030,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0149","For Software Maintenance and Licensing","$25,025.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0161","Operation, Repair or Maintenance of Facilities","$5,030,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0172","For the Cost of Insurance Premiums and Expenses","$20,522,880.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0902","For Interest on Bonds","$443,672,107.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0912","For Payment of Bonds","$258,095,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0931","For the Payment of Tort and Non-Tort Judgments, Outside Counsel Expenses and Expert Costs, as Approved by the Corporation Counsel","$8,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","0959","For Bond Fees and Costs","$3,077,208.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9027","For the City Contribution to Social Security Tax","$39,766.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9046","For Operations and Maintenance Reserve","$3,000,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9047","For Special Capital Projects Requiring Airline Approval, Excluding Airline Improvement Program","$2,000,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9067","For Physical Exams","$30,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9076","City's Contribution to Medicare Tax","$1,683,261.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9611","To Reimburse the Corporate Fund for Indirect Costs Chargeable to Fund","$30,217,713.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9980","Municipal Fund Pension Allocation","$54,015,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9981","Laborers' Fund Pension Allocation","$8,560,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9982","Policemen's Fund Pension Allocation","$14,502,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9983","Firemen's Fund Pension Allocation","$22,152,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9984","Municipal Fund Advance Pension Payment","$12,730,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9985","Laborers' Fund Advance Pension Payment","$1,400,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9986","Policemen's Fund Advance Pension Payment","$1,283,000.00"
"LOCAL","0740","Chicago O'Hare Airport Fund","99","Finance General","2005","Finance General","9987","Firemen's Fund Advance Pension Payment","$1,421,000.00"
"LOCAL","0996","Affordable Housing Opportunity Fund","99","Finance General","2005","Finance General","0029","For Health Maintenance Organization Premiums (HMO) Provided to Eligible Employees and Their Families","$12,354.00"
"LOCAL","0996","Affordable Housing Opportunity Fund","99","Finance General","2005","Finance General","0042","For the Costs of Claims and Administration for Hospital and Medical Care Provided to Eligible Employees  Provided However  That All Payments to the In...","$44,690.00"
"LOCAL","0996","Affordable Housing Opportunity Fund","99","Finance General","2005","Finance General","0045","For the Cost of Claims and Administration or Premiums for Term Life Insurance","$438.00"
"LOCAL","0996","Affordable Housing Opportunity Fund","99","Finance General","2005","Finance General","0052","Costs of Claims and Administration for Hospital and Medical Care to Eligible Annuitants and Their Eligible Dependents","$830.00"
